,Unnamed: 0,sigla,idpozo,area,cod_area,empresa,yacimiento,cod_yacimiento,formacion,cuenca,provincia,cota,profundidad,clasificacion,subclasificacion,tipo_recurso,sub_tipo_recurso,gasplus,tipopozo,tipoextraccion,tipoestado,adjiv_fecha_inicio_perf,adjiv_fecha_fin_perf,adjiv_fecha_inicio_term,adjiv_fecha_fin_term,geojson,geom,type,coordinates,coordinates_str,info_coordenadas,departamento_id,departamento_nombre,lat,lon,municipio_id,municipio_nombre,provincia_id,provincia_nombre
6554,6554,SIP.MAG.AM-307,33874,MAGALLANES,MAG,ENAP SIPETROL ARGENTINA S.A.,MAGALLANES,MAG,springhill,AUSTRAL,Santa Cruz,0.0,3343.0,No informado,No informado,No informado,No informado,no,Petrolífero,Surgencia Natural,Extracción Efectiva,,,,,"{'type': 'Point', 'coordinates': [-68.280359, -52.522579]}",0101000020E6100000EA08E066F11151C0C74961DEE3424AC0,Point,"[-68.280359, -52.522579]","-68.280359, -52.522579","{'departamento_id': None, 'departamento_nombre': None, 'lat': -52.522579, 'lon': -68.280359, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': None, 'provincia_nombre': None}",,,-52.522579,-68.280359,,,,Estado Nacional
6555,6555,SIP.MAG.AM-308,33875,MAGALLANES,MAG,ENAP SIPETROL ARGENTINA S.A.,MAGALLANES,MAG,springhill,AUSTRAL,Santa Cruz,0.0,3189.0,No informado,No informado,No informado,No informado,no,Petrolífero,Surgencia Natural,Extracción Efectiva,,,,,"{'type': 'Point', 'coordinates': [-68.280359, -52.522579]}",0101000020E6100000EA08E066F11151C0C74961DEE3424AC0,Point,"[-68.280359, -52.522579]","-68.280359, -52.522579","{'departamento_id': None, 'departamento_nombre': None, 'lat': -52.522579, 'lon': -68.280359, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': None, 'provincia_nombre': None}",,,-52.522579,-68.280359,,,,Estado Nacional
6556,6556,SIP.MAG.AM-309,33876,MAGALLANES,MAG,ENAP SIPETROL ARGENTINA S.A.,MAGALLANES,MAG,springhill,AUSTRAL,Santa Cruz,0.0,2455.0,No informado,No informado,No informado,No informado,no,Petrolífero,Surgencia Natural,Parado Transitoriamente,,,,,"{'type': 'Point', 'coordinates': [-68.280359, -52.522579]}",0101000020E6100000EA08E066F11151C0C74961DEE3424AC0,Point,"[-68.280359, -52.522579]","-68.280359, -52.522579","{'departamento_id': None, 'departamento_nombre': None, 'lat': -52.522579, 'lon': -68.280359, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': None, 'provincia_nombre': None}",,,-52.522579,-68.280359,,,,Estado Nacional
6557,6557,SIP.MAG.AM-310,33877,MAGALLANES,MAG,ENAP SIPETROL ARGENTINA S.A.,MAGALLANES,MAG,springhill,AUSTRAL,Santa Cruz,0.0,2390.0,No informado,No informado,No informado,No informado,no,Petrolífero,Surgencia Natural,Extracción Efectiva,,,,,"{'type': 'Point', 'coordinates': [-68.280359, -52.522579]}",0101000020E6100000EA08E066F11151C0C74961DEE3424AC0,Point,"[-68.280359, -52.522579]","-68.280359, -52.522579","{'departamento_id': None, 'departamento_nombre': None, 'lat': -52.522579, 'lon': -68.280359, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': None, 'provincia_nombre': None}",,,-52.522579,-68.280359,,,,Estado Nacional
12763,12763,PNR.NQ.BBG.a-39bis,49935,AL NORTE DE LA DORSAL,NDD,YPF S.A.,BAJO BARDA GONZALEZ,BBGO,lotena,NEUQUINA,Neuquén,624.9,1750.0,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.08331422, -38.83009545]}",0101000020E6100000468C2A05554551C07A275591406A43C0,Point,"[-69.08331422, -38.83009545]","-69.08331422, -38.83009545","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.83009545, 'lon': -69.08331422, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.83009545,-69.08331422,,,58.0,Neuquén
12784,12784,YPF.NQ.BC-10,49956,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO,BCD,lotena,NEUQUINA,Neuquén,707.4,950.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.98057558, -39.18476142]}",0101000020E6100000CCD613C0C13E51C0343B2043A69743C0,Point,"[-68.98057558, -39.18476142]","-68.98057558, -39.18476142","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18476142, 'lon': -68.98057558, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18476142,-68.98057558,,,58.0,Neuquén
12798,12798,BRI.NQ.BC-1001,49970,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO,BCD,lotena,NEUQUINA,Neuquén,680.9,976.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.97872987, -39.17978926]}",0101000020E61000002CD19B82A33E51C09FEF9F55039743C0,Point,"[-68.97872987, -39.17978926]","-68.97872987, -39.17978926","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.17978926, 'lon': -68.97872987, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.17978926,-68.97872987,,,58.0,Neuquén
12803,12803,PNR.NQ.BC.a-1006,49975,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO,BCD,lotena,NEUQUINA,Neuquén,628.5,1100.0,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.95909798, -39.18084564]}",0101000020E61000009E707EDC613D51C04CB62EF3259743C0,Point,"[-68.95909798, -39.18084564]","-68.95909798, -39.18084564","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18084564, 'lon': -68.95909798, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18084564,-68.95909798,,,58.0,Neuquén
12817,12817,BRI.NQ.BCE-1011,49989,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO ESTE,BCE,lotena,NEUQUINA,Neuquén,641.7,947.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.95573235, -39.18341073]}",0101000020E6100000ACBE04B82A3D51C0F18AB7007A9743C0,Point,"[-68.95573235, -39.18341073]","-68.95573235, -39.18341073","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18341073, 'lon': -68.95573235, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18341073,-68.95573235,,,58.0,Neuquén
12818,12818,BRI.NQ.BCE-1012,49990,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO ESTE,BCE,lotena,NEUQUINA,Neuquén,618.5,946.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.94888292, -39.18084179]}",0101000020E610000083486D7FBA3C51C06AE6E2D2259743C0,Point,"[-68.94888292, -39.18084179]","-68.94888292, -39.18084179","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18084179, 'lon': -68.94888292, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18084179,-68.94888292,,,58.0,Neuquén
12828,12828,BRI.NQ.BCE-1023,50000,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO ESTE,BCE,lotena,NEUQUINA,Neuquén,640.3,924.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.9610809, -39.18427978]}",0101000020E6100000DB937659823D51C00035D67A969743C0,Point,"[-68.9610809, -39.18427978]","-68.9610809, -39.18427978","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18427978, 'lon': -68.9610809, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18427978,-68.9610809,,,58.0,Neuquén
12832,12832,PNR.NQ.BCE-1027,50004,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO ESTE,BCE,lotena,NEUQUINA,Neuquén,637.0,956.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2004-08-03,2004-08-12,,,"{'type': 'Point', 'coordinates': [-68.96031291, -39.18337554]}",0101000020E61000001A9847C4753D51C0DA9785D9789743C0,Point,"[-68.96031291, -39.18337554]","-68.96031291, -39.18337554","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18337554, 'lon': -68.96031291, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18337554,-68.96031291,,,58.0,Neuquén
12836,12836,PNR.NQ.BCE-1031,50008,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO ESTE,BCE,precuyo,NEUQUINA,Neuquén,634.7,952.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2004-12-06,2004-12-14,,,"{'type': 'Point', 'coordinates': [-68.95731768, -39.18365965]}",0101000020E6100000E3DE5FB1443D51C0232CCF28829743C0,Point,"[-68.95731768, -39.18365965]","-68.95731768, -39.18365965","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18365965, 'lon': -68.95731768, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18365965,-68.95731768,,,58.0,Neuquén
12838,12838,PNR.NQ.BCE-1033,50010,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO ESTE,BCE,precuyo,NEUQUINA,Neuquén,645.7,960.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2005-03-16,2005-03-26,,,"{'type': 'Point', 'coordinates': [-68.96396209, -39.18453931]}",0101000020E610000090C80C8EB13D51C061A3EEFB9E9743C0,Point,"[-68.96396209, -39.18453931]","-68.96396209, -39.18453931","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18453931, 'lon': -68.96396209, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18453931,-68.96396209,,,58.0,Neuquén
12849,12849,PNR.NQ.BE-7,50021,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE ESPINOSO,BEP,lotena,NEUQUINA,Neuquén,581.5,1480.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.06556284, -39.11565281]}",0101000020E610000081687B2E324451C0FC5116B6CD8E43C0,Point,"[-69.06556284, -39.11565281]","-69.06556284, -39.11565281","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.11565281, 'lon': -69.06556284, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.11565281,-69.06556284,,,58.0,Neuquén
12934,12934,PNR.NQ.BG-1055,50106,AL NORTE DE LA DORSAL,NDD,YPF S.A.,BARDA GONZALEZ,BGO,lotena,NEUQUINA,Neuquén,580.4,1850.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Gasífero,Plunger Lift,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.16689506, -38.83594292]}",0101000020E610000018249E68AE4A51C0835C772D006B43C0,Point,"[-69.16689506, -38.83594292]","-69.16689506, -38.83594292","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.83594292, 'lon': -69.16689506, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.83594292,-69.16689506,,,58.0,Neuquén
13359,13359,YPF.NQ.Gu.a-9,50541,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,lotena,NEUQUINA,Neuquén,689.4,2105.0,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Gasífero,Plunger Lift,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.33321438, -38.85172254]}",0101000020E61000000B2A6862535551C07448833E056D43C0,Point,"[-69.33321438, -38.85172254]","-69.33321438, -38.85172254","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.85172254, 'lon': -69.33321438, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.85172254,-69.33321438,,,58.0,Neuquén
13434,13434,PNR.NQ.Gu-1067,50616,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,lotena,NEUQUINA,Neuquén,603.9,1822.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Gasífero,Plunger Lift,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.23706403, -38.86049274]}",0101000020E61000001CFA9B0E2C4F51C06A5F48A0246E43C0,Point,"[-69.23706403, -38.86049274]","-69.23706403, -38.86049274","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86049274, 'lon': -69.23706403, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86049274,-69.23706403,,,58.0,Neuquén
13459,13459,PNR.NQ.Gu.a-1093,50641,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,lotena,NEUQUINA,Neuquén,619.5,2389.0,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Gasífero,Plunger Lift,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.25364134, -38.86427285]}",0101000020E6100000AC0DE3A83B5051C00DC9247EA06E43C0,Point,"[-69.25364134, -38.86427285]","-69.25364134, -38.86427285","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86427285, 'lon': -69.25364134, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86427285,-69.25364134,,,58.0,Neuquén
13467,13467,PNR.NQ.Gu-1102,50649,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,lotena,NEUQUINA,Neuquén,615.8,1600.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Gasífero,Bombeo Mecánico,Extracción Efectiva,2005-01-20,2005-02-04,,,"{'type': 'Point', 'coordinates': [-69.25492894, -38.86589724]}",0101000020E6100000A70679C1505051C093BF83B8D56E43C0,Point,"[-69.25492894, -38.86589724]","-69.25492894, -38.86589724","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86589724, 'lon': -69.25492894, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86589724,-69.25492894,,,58.0,Neuquén
14194,14194,PNR.NQ.NQ-1036,51376,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,precuyo,NEUQUINA,Neuquén,393.7,1300.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.79305846, -39.06012996]}",0101000020E610000008614578C13251C0DADAA956B28743C0,Point,"[-68.79305846, -39.06012996]","-68.79305846, -39.06012996","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.06012996, 'lon': -68.79305846, 'municipio_id': '580077', 'municipio_nombre': 'Senillosa', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.06012996,-68.79305846,580077.0,Senillosa,58.0,Neuquén
14196,14196,PNR.NQ.NQ-1038,51378,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,precuyo,NEUQUINA,Neuquén,389.0,1300.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.79330817, -39.05670913]}",0101000020E61000002D73A18FC53251C0085EA93E428743C0,Point,"[-68.79330817, -39.05670913]","-68.79330817, -39.05670913","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.05670913, 'lon': -68.79330817, 'municipio_id': '580077', 'municipio_nombre': 'Senillosa', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.05670913,-68.79330817,580077.0,Senillosa,58.0,Neuquén
14197,14197,PNR.NQ.NQ-1039,51379,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,precuyo,NEUQUINA,Neuquén,398.3,1300.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.79838122, -39.05633771]}",0101000020E6100000FF688BAD183351C0A3FDF612368743C0,Point,"[-68.79838122, -39.05633771]","-68.79838122, -39.05633771","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.05633771, 'lon': -68.79838122, 'municipio_id': '580077', 'municipio_nombre': 'Senillosa', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.05633771,-68.79838122,580077.0,Senillosa,58.0,Neuquén
